tradeTime,cusip,issueSymbolIdentifier,priceType,reportingSideCode,contraPartyTypeCode,tradeDate,reportedTradeVolume,lastSaleYield,lastSalePrice
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.641118,93.716796875
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.640991,93.71875
08:00:04,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.639207,93.74609375
08:00:04,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.639207,93.74609375
08:00:04,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.640736,93.72265625
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.625215,93.9609375
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.625215,93.9609375
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.625215,93.9609375
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.625215,93.9609375
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.625215,93.9609375
08:00:04,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.625215,93.9609375
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.622803,93.998046875
08:00:08,912810TX6,TSRYS5743665,D,S,C,2024-05-07,1000000.00,4.613042,94.1484375
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.609498,94.203125
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.614309,94.12890625
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.613422,94.142578125
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.614815,94.12109375
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.612536,94.15625
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.609751,94.19921875
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.609498,94.203125
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,3000000.00,4.609498,94.203125
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.610384,94.189453125
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.610258,94.19140625
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.610258,94.19140625
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.610258,94.19140625
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.610258,94.19140625
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.614562,94.125
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.614562,94.125
08:00:08,912810TX6,TSRYS5743665,D,B,C,2024-05-07,1000000.00,4.616082,94.1015625
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.617476,94.080078125
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.618998,94.056640625
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.619759,94.044921875
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619505,94.048828125
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619632,94.046875
08:00:08,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.619251,94.052734375
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619885,94.04296875
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.620012,94.041015625
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619759,94.044921875
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619759,94.044921875
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619632,94.046875
08:00:08,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619251,94.052734375
08:00:10,912810TX6,TSRYS5743665,D,S,D,2024-05-07,28000000.00,4.612536,94.15625
08:00:10,912810TX6,TSRYS5743665,D,S,D,2024-05-07,3000000.00,4.610004,94.1953125
08:00:10,912810TX6,TSRYS5743665,D,S,D,2024-05-07,6000000.00,4.609751,94.19921875
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.636914,93.78125
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.640991,93.71875
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.640991,93.71875
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637933,93.765625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637933,93.765625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637933,93.765625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.636914,93.78125
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.634877,93.8125
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.629789,93.890625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.624708,93.96875
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.623692,93.984375
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.621661,94.015625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.620139,94.0390625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.626994,93.93359375
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.626994,93.93359375
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.626994,93.93359375
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.608992,94.2109375
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.608486,94.21875
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.612536,94.15625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.611523,94.171875
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.614309,94.12890625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.616082,94.1015625
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.614562,94.125
08:00:11,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.606716,94.24609375
08:00:11,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.612536,94.15625
08:00:11,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.613042,94.1484375
08:00:11,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619632,94.046875
08:00:11,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.619125,94.0546875
08:00:12,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.64201,93.703125
08:00:14,912810TX6,TSRYS5743665,D,B,C,2024-05-07,400000.00,4.638697,93.75390625
08:00:15,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.638952,93.75
08:00:15,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.638188,93.76171875
08:00:15,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.638952,93.75
08:00:16,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637933,93.765625
08:00:16,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.637423,93.7734375
08:00:17,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637933,93.765625
08:00:17,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.638952,93.75
08:00:18,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.640991,93.71875
08:00:19,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.616589,94.09375
08:00:19,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.639207,93.74609375
08:00:20,912810TX6,TSRYS5743665,D,B,C,2024-05-07,400000.00,4.638952,93.75
08:00:20,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.640991,93.71875
08:00:21,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.638697,93.75390625
08:00:21,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.638952,93.75
08:00:21,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.63857,93.755859375
08:00:23,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637169,93.77734375
08:00:23,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.637423,93.7734375
08:00:23,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.637933,93.765625
08:00:23,912810TX6,TSRYS5743665,D,S,D,2024-05-07,1000000.00,4.639207,93.74609375
08:00:28,912810TX6,TSRYS5743665,D,B,C,2024-05-07,1000000.00,4.630806,93.875
08:00:29,912810TX6,TSRYS5743665,D,S,A,2024-05-07,1350000.00,4.625723,93.953125
08:00:29,912810TX6,TSRYS5743665,D,S,C,2024-05-07,500000.00,4.617112,94.0859375
08:00:29,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.616589,94.09375
08:00:29,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.637933,93.765625
08:00:29,912810TX6,TSRYS5743665,D,S,T,2024-05-07,1000000.00,4.622677,94.0
