tradeTime,cusip,issueSymbolIdentifier,priceType,reportingSideCode,contraPartyTypeCode,tradeDate,reportedTradeVolume,lastSaleYield,lastSalePrice
08:00:04,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.50058,101.62109375
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.500285,101.625
08:00:04,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.503097,101.587890625
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.5028,101.591796875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.503393,101.583984375
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.514506,101.4375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.513468,101.451171875
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.517918,101.392578125
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.517918,101.392578125
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.517918,101.392578125
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.517918,101.392578125
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.517918,101.392578125
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.506206,101.546875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.504133,101.57421875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.504133,101.57421875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503245,101.5859375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.503245,101.5859375
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.504725,101.56640625
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.504725,101.56640625
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.496143,101.6796875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.492891,101.72265625
08:00:04,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.495552,101.6875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.495552,101.6875
08:00:04,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.495552,101.6875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.459442,102.166015625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.461353,102.140625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.461353,102.140625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.460177,102.15625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.454008,102.23828125
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.454008,102.23828125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454008,102.23828125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454595,102.23046875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454595,102.23046875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454595,102.23046875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.459001,102.171875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456798,102.201171875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.449606,102.296875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.449606,102.296875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.449606,102.296875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.450046,102.291015625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.449606,102.296875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.452247,102.26171875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.451953,102.265625
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.447699,102.322265625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.447406,102.326171875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456798,102.201171875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456798,102.201171875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.454008,102.23828125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.452394,102.259765625
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.451953,102.265625
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.4521,102.263671875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.451807,102.267578125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.455476,102.21875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.45254,102.2578125
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.45254,102.2578125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.45254,102.2578125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.45254,102.2578125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.453714,102.2421875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.453714,102.2421875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.453127,102.25
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.453714,102.2421875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.453568,102.244140625
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.453568,102.244140625
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454595,102.23046875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454742,102.228515625
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,S,T,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454448,102.232421875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454889,102.2265625
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454889,102.2265625
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454595,102.23046875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454595,102.23046875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454302,102.234375
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454302,102.234375
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.454302,102.234375
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.454155,102.236328125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456357,102.20703125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456357,102.20703125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.457826,102.1875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.457826,102.1875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.457826,102.1875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.457826,102.1875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456798,102.201171875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456798,102.201171875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.456798,102.201171875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.459295,102.16796875
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.458854,102.173828125
08:00:08,912810UB2,TSRYS5810883,D,B,C,2024-06-14,1000000.00,4.459148,102.169921875
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.458707,102.17578125
08:00:08,912810UB2,TSRYS5810883,D,S,D,2024-06-14,1000000.00,4.458707,102.17578125
